sample_id,plant,year,plot,nitrogen,sample_date,soil_type,nitrogen_rate
4044,M,2017,P22,N400,20180530,rhizosphere,N400
4045,M,2017,P24,N0,20180530,rhizosphere,N0
4046,M,2017,P24,N0,20180530,rhizosphere,N0
4047,M,2017,P25,N200,20180530,rhizosphere,N200
4048,M,2017,P25,N200,20180530,rhizosphere,N200
4049,M,2015,P27,N400,20180530,rhizosphere,N400
4050,M,2015,P27,N400,20180530,rhizosphere,N400
4051,M,2015,P28,N0,20180530,rhizosphere,N0
4052,M,2015,P28,N0,20180530,rhizosphere,N0
4053,M,2015,P30,N200,20180530,rhizosphere,N200
4054,M,2015,P30,N200,20180530,rhizosphere,N200
4055,M,2017,P33,N200,20180530,rhizosphere,N200
4056,M,2017,P33,N200,20180530,rhizosphere,N200
4057,M,2017,P34,N400,20180530,rhizosphere,N400
4058,M,2017,P34,N400,20180530,rhizosphere,N400
4059,M,2017,P35,N0,20180530,rhizosphere,N0
4060,M,2017,P35,N0,20180530,rhizosphere,N0
4061,M,2016,P37,N400,20180530,rhizosphere,N400
4062,M,2016,P37,N400,20180530,rhizosphere,N400
4063,M,2016,P39,N0,20180530,rhizosphere,N0
4064,M,2016,P39,N0,20180530,rhizosphere,N0
4065,M,2016,P40,N200,20180530,rhizosphere,N200
4066,M,2016,P40,N200,20180530,rhizosphere,N200
4067,M,2015,P43,N200,20180530,rhizosphere,N200
4068,M,2015,P43,N200,20180530,rhizosphere,N200
4069,M,2015,P44,N0,20180530,rhizosphere,N0
4070,M,2015,P44,N0,20180530,rhizosphere,N0
4071,M,2015,P45,N400,20180530,rhizosphere,N400
4072,M,2015,P45,N400,20180530,rhizosphere,N400
4073,C,2018,P33,N200,20180530,rhizosphere,N200
4074,C,2018,P33,N200,20180530,rhizosphere,N200
4075,C,2018,P34,N300,20180530,rhizosphere,N300
4076,C,2018,P34,N300,20180530,rhizosphere,N300
4078,C,2018,P35,N0,20180530,rhizosphere,N0
4079,C,2018,P37,N300,20180530,rhizosphere,N300
4080,C,2018,P37,N300,20180530,rhizosphere,N300
4081,C,2018,P39,N0,20180530,rhizosphere,N0
4082,C,2018,P39,N0,20180530,rhizosphere,N0
4083,C,2018,P40,N200,20180530,rhizosphere,N200
4084,C,2018,P40,N200,20180530,rhizosphere,N200
4085,C,2018,P43,N200,20180530,rhizosphere,N200
4086,C,2018,P43,N200,20180530,rhizosphere,N200
4087,C,2018,P44,N0,20180530,rhizosphere,N0
4088,C,2018,P44,N0,20180530,rhizosphere,N0
4089,C,2018,P45,N300,20180530,rhizosphere,N300
4090,C,2018,P45,N300,20180530,rhizosphere,N300
4091,M,2017,P46,N0,20180530,rhizosphere,N0
4092,M,2017,P46,N0,20180530,rhizosphere,N0
4093,M,2017,P48,N400,20180530,rhizosphere,N400
4094,M,2017,P48,N400,20180530,rhizosphere,N400
4095,M,2017,P50,N200,20180530,rhizosphere,N200
4096,M,2017,P50,N200,20180530,rhizosphere,N200
4097,M,2015,P53,N400,20180530,rhizosphere,N400
4098,M,2015,P53,N400,20180530,rhizosphere,N400
4099,M,2015,P54,N200,20180530,rhizosphere,N200
4100,M,2015,P54,N200,20180530,rhizosphere,N200
4101,M,2015,P55,N0,20180530,rhizosphere,N0
4103,M,2016,P56,N0,20180530,rhizosphere,N0
4104,M,2016,P56,N0,20180530,rhizosphere,N0
4105,M,2016,P58,N400,20180530,rhizosphere,N400
4106,M,2016,P58,N400,20180530,rhizosphere,N400
4107,M,2016,P60,N200,20180530,rhizosphere,N200
4108,M,2016,P60,N200,20180530,rhizosphere,N200
4109,C,2018,P14,N0,20180530,bulk,N0
4110,C,2018,P13,N300,20180530,bulk,N300
4111,C,2018,P12,N200,20180530,bulk,N200
4112,M,2017,P14,N0,20180530,bulk,N0
4113,M,2017,P13,N400,20180530,bulk,N400
4114,M,2017,P12,N200,20180530,bulk,N200
4115,M,2016,P7,N0,20180530,bulk,N0
4116,M,2016,P6,N400,20180530,bulk,N400
4117,M,2016,P9,N200,20180530,bulk,N200
4118,M,2015,P4,N0,20180530,bulk,N0
4119,M,2015,P3,N400,20180530,bulk,N400
4120,M,2015,P5,N200,20180530,bulk,N200
4077,C,2018,P35,N0,20180530,rhizosphere,N0
4102,M,2015,P55,N0,20180530,rhizosphere,N0
5001,C,2018,P3,N300,20180703,rhizosphere,N300
5002,C,2018,P3,N300,20180703,rhizosphere,N300
5003,C,2018,P4,N0,20180703,rhizosphere,N0
5004,C,2018,P4,N0,20180703,rhizosphere,N0
5005,C,2018,P5,N200,20180703,rhizosphere,N200
5006,C,2018,P5,N200,20180703,rhizosphere,N200
5008,C,2018,P6,N300,20180703,rhizosphere,N300
5009,C,2018,P7,N0,20180703,rhizosphere,N0
5010,C,2018,P7,N0,20180703,rhizosphere,N0
5011,C,2018,P9,N200,20180703,rhizosphere,N200
5012,C,2018,P9,N200,20180703,rhizosphere,N200
5013,C,2018,P12,N200,20180703,rhizosphere,N200
5014,C,2018,P12,N200,20180703,rhizosphere,N200
5015,C,2018,P13,N300,20180703,rhizosphere,N300
5016,C,2018,P13,N300,20180703,rhizosphere,N300
5017,C,2018,P14,N0,20180703,rhizosphere,N0
5018,C,2018,P14,N0,20180703,rhizosphere,N0
5019,M,2015,P3,N400,20180703,rhizosphere,N400
5020,M,2015,P3,N400,20180703,rhizosphere,N400
5021,M,2015,P4,N0,20180703,rhizosphere,N0
5022,M,2015,P4,N0,20180703,rhizosphere,N0
5023,M,2015,P5,N200,20180703,rhizosphere,N200
5024,M,2015,P5,N200,20180703,rhizosphere,N200
5025,M,2016,P6,N400,20180703,rhizosphere,N400
5026,M,2016,P6,N400,20180703,rhizosphere,N400
5027,M,2016,P7,N0,20180703,rhizosphere,N0
5028,M,2016,P7,N0,20180703,rhizosphere,N0
5029,M,2016,P9,N200,20180703,rhizosphere,N200
5030,M,2016,P9,N200,20180703,rhizosphere,N200
5031,M,2017,P12,N200,20180703,rhizosphere,N200
5032,M,2017,P12,N200,20180703,rhizosphere,N200
5033,M,2017,P13,N400,20180703,rhizosphere,N400
5034,M,2017,P13,N400,20180703,rhizosphere,N400
5035,M,2017,P14,N0,20180703,rhizosphere,N0
5036,M,2017,P14,N0,20180703,rhizosphere,N0
5037,M,2016,P17,N400,20180703,rhizosphere,N400
5038,M,2016,P17,N400,20180703,rhizosphere,N400
5039,M,2016,P18,N200,20180703,rhizosphere,N200
5040,M,2016,P18,N200,20180703,rhizosphere,N200
5041,M,2016,P19,N0,20180703,rhizosphere,N0
5042,M,2016,P19,N0,20180703,rhizosphere,N0
5043,M,2017,P22,N400,20180703,rhizosphere,N400
5044,M,2017,P22,N400,20180703,rhizosphere,N400
5045,M,2017,P24,N0,20180703,rhizosphere,N0
5046,M,2017,P24,N0,20180703,rhizosphere,N0
5047,M,2017,P25,N200,20180703,rhizosphere,N200
5048,M,2017,P25,N200,20180703,rhizosphere,N200
5049,M,2015,P27,N400,20180703,rhizosphere,N400
5050,M,2015,P27,N400,20180703,rhizosphere,N400
5051,M,2015,P28,N0,20180703,rhizosphere,N0
5052,M,2015,P28,N0,20180703,rhizosphere,N0
5053,M,2015,P30,N200,20180703,rhizosphere,N200
5054,M,2015,P30,N200,20180703,rhizosphere,N200
5055,M,2017,P33,N200,20180703,rhizosphere,N200
5056,M,2017,P33,N200,20180703,rhizosphere,N200
5057,M,2017,P34,N400,20180703,rhizosphere,N400
5058,M,2017,P34,N400,20180703,rhizosphere,N400
5059,M,2017,P35,N0,20180703,rhizosphere,N0
5060,M,2017,P35,N0,20180703,rhizosphere,N0
5061,M,2016,P37,N400,20180703,rhizosphere,N400
5063,M,2016,P39,N0,20180703,rhizosphere,N0
5064,M,2016,P39,N0,20180703,rhizosphere,N0
5065,M,2016,P40,N200,20180703,rhizosphere,N200
5066,M,2016,P40,N200,20180703,rhizosphere,N200
5067,M,2015,P43,N200,20180703,rhizosphere,N200
5068,M,2015,P43,N200,20180703,rhizosphere,N200
5069,M,2015,P44,N0,20180703,rhizosphere,N0
5070,M,2015,P44,N0,20180703,rhizosphere,N0
5071,M,2015,P45,N400,20180703,rhizosphere,N400
5072,M,2015,P45,N400,20180703,rhizosphere,N400
5073,C,2018,P33,N200,20180703,rhizosphere,N200
5074,C,2018,P33,N200,20180703,rhizosphere,N200
5075,C,2018,P34,N300,20180703,rhizosphere,N300
5076,C,2018,P34,N300,20180703,rhizosphere,N300
5077,C,2018,P35,N0,20180703,rhizosphere,N0
5078,C,2018,P35,N0,20180703,rhizosphere,N0
5079,C,2018,P37,N300,20180703,rhizosphere,N300
5080,C,2018,P37,N300,20180703,rhizosphere,N300
5081,C,2018,P39,N0,20180703,rhizosphere,N0
5082,C,2018,P39,N0,20180703,rhizosphere,N0
5083,C,2018,P40,N200,20180703,rhizosphere,N200
5084,C,2018,P40,N200,20180703,rhizosphere,N200
5085,C,2018,P43,N200,20180703,rhizosphere,N200
5086,C,2018,P43,N200,20180703,rhizosphere,N200
5087,C,2018,P44,N0,20180703,rhizosphere,N0
5088,C,2018,P44,N0,20180703,rhizosphere,N0
5089,C,2018,P45,N300,20180703,rhizosphere,N300
5090,C,2018,P45,N300,20180703,rhizosphere,N300
5091,M,2017,P46,N0,20180703,rhizosphere,N0
5092,M,2017,P46,N0,20180703,rhizosphere,N0
5093,M,2017,P48,N400,20180703,rhizosphere,N400
5094,M,2017,P48,N400,20180703,rhizosphere,N400
5095,M,2017,P50,N200,20180703,rhizosphere,N200
5096,M,2017,P50,N200,20180703,rhizosphere,N200
5097,M,2015,P53,N400,20180703,rhizosphere,N400
5098,M,2015,P53,N400,20180703,rhizosphere,N400
5099,M,2015,P54,N200,20180703,rhizosphere,N200
5100,M,2015,P54,N200,20180703,rhizosphere,N200
5101,M,2015,P55,N0,20180703,rhizosphere,N0
5102,M,2015,P55,N0,20180703,rhizosphere,N0
5103,M,2016,P56,N0,20180703,rhizosphere,N0
5104,M,2016,P56,N0,20180703,rhizosphere,N0
5105,M,2016,P58,N400,20180703,rhizosphere,N400
5106,M,2016,P58,N400,20180703,rhizosphere,N400
5107,M,2016,P60,N200,20180703,rhizosphere,N200
5108,M,2016,P60,N200,20180703,rhizosphere,N200
5109,C,2018,P14,N0,20180703,bulk,N0
5110,C,2018,P13,N300,20180703,bulk,N300
5111,C,2018,P12,N200,20180703,bulk,N200
5112,M,2017,P14,N0,20180703,bulk,N0
5113,M,2017,P13,N400,20180703,bulk,N400
5114,M,2017,P12,N200,20180703,bulk,N200
5115,M,2016,P7,N0,20180703,bulk,N0
5116,M,2016,P6,N400,20180703,bulk,N400
5117,M,2016,P9,N200,20180703,bulk,N200
5118,M,2015,P4,N0,20180703,bulk,N0
5119,M,2015,P3,N400,20180703,bulk,N400
5120,M,2015,P5,N200,20180703,bulk,N200
5007,C,2018,P6,N300,20180703,rhizosphere,N300
5062,M,2016,P37,N400,20180703,rhizosphere,N400
